timestamp,filename,cam,local_uid,master_id,x1,y1,x2,y2,event
2026-01-30 16:45:46.306,164546_306.jpg,USB_LOCAL,USB_LOCAL_007,20260130_164541_476,360,637,524,755,TRACKING
2026-01-30 16:45:47.554,164547_554.jpg,USB_LOCAL,USB_LOCAL_008,20260130_164543_058,335,719,513,846,MATCHED
2026-01-30 16:45:47.804,164547_804.jpg,USB_LOCAL,USB_LOCAL_008,20260130_164543_058,335,673,505,789,TRACKING
2026-01-30 16:45:48.054,164548_054.jpg,USB_LOCAL,USB_LOCAL_008,20260130_164543_058,336,604,491,715,TRACKING
2026-01-30 16:45:49.059,164549_059.jpg,USB_LOCAL,USB_LOCAL_009,20260130_164544_613,395,705,515,851,MATCHED
2026-01-30 16:45:49.311,164549_311.jpg,USB_LOCAL,USB_LOCAL_009,20260130_164544_613,392,654,505,791,TRACKING
2026-01-30 16:45:49.555,164549_555.jpg,USB_LOCAL,USB_LOCAL_009,20260130_164544_613,388,590,491,716,TRACKING
2026-01-30 16:45:50.309,164550_309.jpg,USB_LOCAL,USB_LOCAL_010,20260130_164545_942,382,731,511,898,MATCHED
2026-01-30 16:45:50.556,164550_556.jpg,USB_LOCAL,USB_LOCAL_010,20260130_164545_942,378,656,497,805,TRACKING
2026-01-30 16:45:50.806,164550_806.jpg,USB_LOCAL,USB_LOCAL_010,20260130_164545_942,376,613,489,750,TRACKING
2026-01-30 16:45:52.305,164552_305.jpg,USB_LOCAL,USB_LOCAL_011,20260130_164547_868,403,718,539,904,MATCHED
2026-01-30 16:45:52.557,164552_557.jpg,USB_LOCAL,USB_LOCAL_011,20260130_164547_868,396,637,523,810,TRACKING
2026-01-30 16:45:52.808,164552_808.jpg,USB_LOCAL,USB_LOCAL_011,20260130_164547_868,393,599,513,755,TRACKING
2026-01-30 16:45:53.558,164553_558.jpg,USB_LOCAL,USB_LOCAL_012,NONE,396,637,523,810,DETECT_ONLY
2026-01-30 16:45:54.808,164554_808.jpg,USB_LOCAL,USB_LOCAL_013,NONE,408,718,553,907,DETECT_ONLY
2026-01-30 16:45:55.058,164555_058.jpg,USB_LOCAL,USB_LOCAL_014,NONE,402,637,534,812,DETECT_ONLY
2026-01-30 16:45:55.314,164555_314.jpg,USB_LOCAL,USB_LOCAL_015,NONE,397,599,524,758,DETECT_ONLY
2026-01-30 16:45:56.309,164556_309.jpg,USB_LOCAL,USB_LOCAL_016,20260130_164551_894,408,762,585,911,MATCHED
2026-01-30 16:45:56.563,164556_563.jpg,USB_LOCAL,USB_LOCAL_016,20260130_164551_894,403,684,562,815,TRACKING
2026-01-30 16:45:56.813,164556_813.jpg,USB_LOCAL,USB_LOCAL_016,20260130_164551_894,399,634,552,762,TRACKING
2026-01-30 16:45:59.312,164559_312.jpg,USB_LOCAL,USB_LOCAL_017,NONE,297,595,713,1059,DETECT_ONLY
2026-01-30 16:45:59.565,164559_565.jpg,USB_LOCAL,USB_LOCAL_018,NONE,301,529,682,939,DETECT_ONLY
2026-01-30 16:45:59.811,164559_811.jpg,USB_LOCAL,USB_LOCAL_019,NONE,302,491,660,866,DETECT_ONLY
